Charity_ID,Charity_Name,EIN,Street_Address,Telephone,Fax,Overall_Rating,Financial_Rating,Transparency_Rating,Program_Expenses,Administrative_Expenses,Fundraising_Expenses,Fundraising_Efficiency,Revenue_Growth,Expenses_Growth,Working_Capital_Ratio,Core_Service,Tagline,Website,Scraped_From
3884,International Center for Research on Women - DC,52-1081455,"['1120 20th Street, NW', 'Suite 500 North Washington, DC 20036']",(202) 797-0007,(202) 797-0020,87.62,82.50,100.00, 95.5%,  0.5%,  3.9%,$0.04,  -9.8%,0.73, 22.6%,"International : International Peace, Security, and Affairs",Where insight and action connect,http://www.icrw.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3884
6099,International Center of Photography - NY,23-7412428,"['1114 Avenue of the Americas', 'New York, NY 10036']",(212) 857-0003,(212) 857-0090,74.35,64.41,93.00, 69.1%, 23.5%,  7.3%,$0.27,  -1.6%,  -1.5%,0.92,"Arts, Culture, Humanities : Museums",Interpreting the power and evolution of photography,http://www.icp.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6099
6140,International Child Care - MI,35-6059274,"['240 West Michigan Avenue', 'Kalamazoo, MI 49007']",(800) 722-4453,(269) 382-2416,92.13,88.88,100.00, 81.1%,  7.1%, 11.7%,$0.14, 40.5%,0.29,  1.9%,International : Development and Relief Services ,Making a difference in Haiti and the Dominican Republic,http://us.internationalchildcare.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6140
9186,International Children's Care - WA,93-0717332,"['2711 Northeast 134th Way', 'Vancouver, WA 98686']",(800) 422-7729,(360) 573-0491,76.01,69.58,85.00, 90.4%,  4.4%,  5.0%,$0.05,  -5.8%,  -1.4%,-0.07,International : Development and Relief Services,Bringing orphans new life,http://www.forhiskids.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9186
7004,International Children's Fund - WI,39-1303430,"['P.O. Box 583', '619 Main Street Neenah, WI 54957']",(920) 729-5721,(920) 729-5721,92.05,88.77,100.00, 99.8%,  0.1%,< 0.1%,< $0.01,  1.8%,< 0.01, 11.4%,International : Humanitarian Relief Supplies,Bridging the gap from your hands to theirs,http://www.icfaid.com/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7004
11172,International Children's Heart Foundation - TN,62-1570622,"['275 S Walnut Bend Rd', 'Suite 102 Memphis, TN 38018']",(901) 869-4243,(901) 432-4243,79.55,71.08,100.00, 85.8%,  9.4%,  4.6%,$0.10,  -1.3%,  -4.7%,0.23,International : Development and Relief Services,Where hope comes to life,http://www.babyheart.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11172
7690,International Christian Concern - DC,52-1942990,"['2020 Pennsylvania Avenue, NW.', 'Box 941 Washington, DC 20006']",(800) 422-5441,(301) 585-5918,92.02,97.50,89.00, 90.4%,  6.9%,  2.6%,$0.02, 21.3%,0.87,  1.9%,Religion : Religious Activities,Your bridge to the persecuted Church,http://www.persecution.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7690
5614,International Christian Embassy Jerusalem - USA - TN,62-1279378,"['P.O. Box 332974', 'Murfreesboro, TN 37133']",(615) 895-9830,(615) 895-9829,84.26,77.75,100.00, 68.4%, 20.2%, 11.2%,$0.12, 13.2%,0.45, 15.3%,Religion : Religious Activities ,A channel and voice of Christian support for Israel and the Jewish people,http://www.icejusa.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5614
9636,International Christian Ministries - CA,62-1465626,"['4404 Rock Lake Dr', 'Bakersfield, CA 93313']",(661) 832-9740,(661) 832-9741,88.67,84.49,96.00, 79.2%, 14.9%,  5.8%,$0.05,  0.7%,0.22, 12.4%,Religion : Religious Activities ,To Serve the Church through Discipleship and Equipping its Leaders,http://www.icmusa.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9636
6358,International Commission - TX,75-1496922,"['260 West Continental Drive', 'Lewisville, TX 75067']",(214) 488-2555,(214) 488-2557,86.65,90.00,84.00, 85.8%,  8.6%,  5.4%,$0.07,  7.9%,0.48, 30.9%,Religion : Religious Activities ,Equipping believers to conduct church to church partnership evangelism,http://www.ic-world.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6358
6505,International Community Foundation - CA,33-0457858,"['2505 N Avenue', 'National City, CA 91950']",(619) 336-2250,(619) 336-2249,96.66,97.50,96.00, 87.4%, 10.2%,  2.2%,< $0.01,  8.9%,1.71,  6.2%,"International : Development and Relief Services 
      (Fundraising) 
      
 ",Inspiring philanthropy beyond borders,http://www.icfdn.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6505
13981,International Conservation Caucus Foundation - DC,83-0449176,"['3250 Prospect Street, NW', 'Washington, DC 20007']",(202) 471-4222,(202) 471-4233,68.01,70.17,66.00, 83.0%,  7.0%,  9.8%,$0.10,  -0.8%,< 0.01,148.5%,Environment : Environmental Protection and Conservation ,Advancing U.S. leadership in international conservation,http://iccfoundation.us/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13981
9966,International Cooperating Ministries - VA,54-6338714,"['1901 North Armistead Avenue', 'Hampton, VA 23666']",(800) 999-3892,(757) 838-6486,91.07,93.81,89.00, 88.1%,  3.1%,  8.7%,$0.08, 24.2%, 20.1%,0.33,Religion : Religious Activities,Nurturing believers and assisting church growth worldwide.,http://www.icm.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9966
5317,International Crane Foundation - WI,39-1187711,"['E-11376 Shady Lane Road', 'P.O. Box 447 Baraboo, WI 53913']",(608) 356-9462,(608) 356-9465,89.84,85.64,100.00, 74.8%,  9.6%, 15.4%,$0.12,  6.1%,4.80,  1.3%,Animals : Wildlife Conservation ,Saving cranes... and the places where cranes dance.,http://www.savingcranes.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5317
11448,International Crisis Aid - MO,30-0060905,"['P.O. Box 510167', 'St. Louis, MO 63151']",(888) 740-7779,(314) 487-1409,95.87,94.16,100.00, 91.6%,  7.4%,  0.8%,< $0.01, 22.0%, 24.5%,0.29,International : Development and Relief Services,Because love has no boundaries,http://www.crisis-aid.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11448
10788,International Disaster Emergency Service - IN,23-7348277,"['355 Park 32 West Drive', 'Noblesville, IN 46062']",(317) 773-4111,,97.31,96.20,100.00, 87.0%,  6.5%,  6.4%,$0.06, 14.2%, 12.0%,0.65,International : Development and Relief Services,Offering help and hope to a hurting world,http://www.ides.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10788
7844,The International Dyslexia Association - MD,52-0953609,"['40 York Road', '4th Floor Baltimore, MD 21204']",(410) 296-0232,(410) 321-5069,80.49,74.71,89.00, 79.2%, 17.3%,  3.4%,$0.22,  0.9%,  -1.6%,1.05,"Health : Diseases, Disorders, and Disciplines","Promoting literacy through research, education, and advocacy",http://eida.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7844
9217,International Exotic Animal Sanctuary - TX,75-2283460,"['P.O. Box 637', 'Boyd, TX 76023']",(940) 433-5091,(940) 433-5092,70.90,96.51,59.00, 90.1%,  7.0%,  2.7%,$0.02, 30.3%, 24.2%,0.82,Animals : Wildlife Conservation,Providing a safe and caring environment for exotic animals,http://www.bigcat.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9217
5396,International Eye Foundation - MD,52-0742301,"['10801 Connecticut Avenue', 'Kensington, MD 20895']",(240) 290-0263,(240) 290-0269,91.90,89.28,96.00, 89.0%,  6.0%,  4.9%,$0.05, 16.4%,0.36, 14.1%,International : Humanitarian Relief Supplies ,Saving sight worldwide since 1961,http://www.iefusa.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5396
3889,International Fellowship of Christians and Jews - IL,36-3256096,"['30 North LaSalle Street', 'Suite 4300 Chicago, IL 60602']",(800) 486-8844,(312) 641-7201,81.14,73.33,100.00, 76.0%, 10.5%, 13.4%,$0.12,  -2.1%,0.29, 26.9%,"Religion : Religious Activities 
      (Fundraising) 
      
 ",Promoting understanding and cooperation between Jews and Christians,http://www.ifcj.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3889
7568,International Festival of Arts & Ideas - CT,06-1444222,"['195 Church Street', '12th Floor New Haven, CT 06510']",(888) 278-4332,(203) 498-2106,79.59,75.35,85.00, 80.4%,  6.2%, 13.3%,$0.15,  0.7%,  3.6%,0.44,"Arts, Culture, Humanities : Performing Arts",Creating an internationally renowned festival in New Haven,http://www.artidea.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7568
13756,International Folk Art Alliance - NM,35-2285824,"['404 Kiva Court', 'Suite G Santa Fe, NM 87505']",(505) 992-7600,(505) 992-2529,95.29,93.35,100.00, 83.5%,  8.6%,  7.7%,$0.15,  9.5%, 13.6%,0.96,"Arts, Culture, Humanities : Performing Arts",Fostering economic and cultural sustainability for folk artists and folk art worldwide,http://www.folkartalliance.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13756
14006,International Friendships - OH,31-0971249,"['195 Chittenden Avenue', 'Columbus, OH 43201']",(614) 294-2434,(614) 298-0434,86.23,95.74,81.00, 82.4%, 12.0%,  5.4%,$0.05, 18.9%, 14.9%,0.51,Religion : Religious Activities,"Facilitating the physical, spiritual, and emotional support of international students throughout the US.",http://www.ifiusa.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14006
3892,International Fund for Animal Welfare - MA,31-1594197,"['290 Summer Street', 'Yarmouth Port, MA 02675']",(888) 251-0253,(508) 744-2009,80.42,72.61,96.00, 65.9%,  9.2%, 24.8%,$0.26,  8.1%,2.02, 30.9%,"Animals : Animal Rights, Welfare, and Services ",Saving Animals in Crisis Around the World,http://www.ifaw.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3892
6084,International Game Fish Association - FL,23-7231048,"['300 Gulf Stream Way', 'Dania Beach, FL 33004']",(954) 927-2628,(954) 924-4299,80.31,76.54,85.00, 77.0%, 10.5%, 12.4%,$0.22,  3.1%,  1.3%,4.51,Animals : Wildlife Conservation,"Committed to the conservation of game fish and the promotion of responsible, ethical angling practices",http://www.igfa.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6084
4936,International House - NY,13-1624048,"['500 Riverside Drive', 'New York, NY 10027']",(212) 316-8440,,81.80,79.10,85.00, 75.6%, 21.0%,  3.2%,$0.25,  1.5%,  3.0%,4.77,"International : International Peace, Security, and Affairs","More than graduate housing, it's a global community",http://www.ihouse-nyc.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4936
9385,International Institute of Rural Reconstruction (IIRR) - NY,13-6175722,"['601 West 26th Street', '#325-1 New York, NY 10001']",(908) 347-5585,(212) 880-9148,95.47,95.00,96.00, 86.2%, 10.4%,  3.2%,$0.04, 18.7%,0.72, 17.0%,International : Development and Relief Services,Building Capacity to Overcome Poverty,http://www.iirr.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9385
5496,International Justice Mission - DC,54-1722887,"['P.O. Box 58147', 'Washington, DC 20037']",(703) 465-5495,(703) 465-5499,91.55,88.05,100.00, 80.5%,  8.6%, 10.8%,$0.10, 14.0%, 17.9%,0.47,"International : International Peace, Security, and Affairs","Rescue thousands, protect millions and prove that justice for the poor is possible.",http://www.ijm.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5496
12265,International Leadership Institute - GA,31-1803122,"['524 Tanner Street', 'Carrollton, GA 30117']",(770) 832-1244,(770) 832-1229,93.22,93.45,93.00, 84.5%, 10.8%,  4.6%,$0.04,  5.5%,  9.6%,0.61,Religion : Religious Activities,Equipping Leaders. Spreading the Gospel.,http://www.iliteam.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12265
8158,International Medical Corps - CA,95-3949646,"['12400 Wilshire Boulevard', 'Suite 1500 Los Angeles, CA 90025']",(310) 826-7800,,90.77,87.31,97.00, 90.4%,  8.7%,  0.8%,< $0.01,  7.3%,  6.5%,0.05,International : Development and Relief Services,From relief to self-reliance,http://www.internationalmedicalcorps.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8158
9515,International Messengers - IA,41-1652782,"['110 Orchard Court', 'P.O. Box 618 Clear Lake, IA 50428']",(800) 243-6763,(641) 357-6791,97.12,95.94,100.00, 88.2%,  8.8%,  2.9%,$0.02,  7.6%,  9.4%,0.69,Religion : Religious Activities,Committed to making disciples of all nations,http://www.internationalmessengers.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9515
10677,International Mountain Bicycling Association - CO,77-0204066,"['4888 Pearl East Circle', 'Suite 200E Boulder, CO 80301']",(888) 442-4622,(303) 545-9026,89.50,87.50,92.00, 86.5%, 10.6%,  2.8%,$0.04,  8.5%,0.13, 44.4%,Human Services : Multipurpose Human Service Organizations ,Great trail experiences for mountain bikers worldwide,http://www.imba.com/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10677
5931,International Myeloma Foundation - CA,95-4296919,"['12650 Riverside Drive', 'Suite 206 North Hollywood, CA 91607']",(800) 452-2873,(818) 487-7454,89.02,85.00,96.00, 89.4%,  4.8%,  5.7%,$0.05,  7.6%,0.17, 88.2%,"Health : Diseases, Disorders, and Disciplines",Improving Lives - Finding the Cure,http://www.myeloma.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5931
5764,International Needs USA (IN Network USA) - MI,91-1080666,"['5570 32nd Avenue', 'Hudsonville, MI 49426']",(855) 446-7764,(616) 209-5424,95.58,93.76,100.00, 87.6%,  6.7%,  5.6%,$0.05, 10.3%,  8.9%,0.43,Religion : Religious Activities,Connecting Christian nationals worldwide,http://www.internationalneeds.us/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5764
13203,International OCD Foundation - MA,22-2894564,"['18 Tremont Street', 'Suite 903 Boston, MA 02196']",(617) 973-5801,(617) 973-5803,85.36,85.74,85.00, 71.7%, 19.4%,  8.7%,$0.11,  9.4%,  4.6%,0.48,"Health : Diseases, Disorders, and Disciplines",Educating the public and professionals about OCD,http://iocdf.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13203
3894,International Orthodox Christian Charities - MD,25-1679348,"['110 West Road', 'Suite 360 Baltimore, MD 21204']",(877) 803-4622,(410) 243-9824,94.36,92.03,100.00, 91.3%,  5.9%,  2.7%,$0.02,  7.9%, 14.5%,0.22,International : Development and Relief Services,Faith in Action,http://www.iocc.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3894
3895,International Peace Institute - NY,03-0213226,"['777 United Nations Plaza', '4th Floor New York, NY 10017']",(212) 687-4300,(212) 983-8246,92.20,99.34,89.00, 82.7%,  9.5%,  7.6%,$0.08, 18.4%,1.45,  2.9%,"International : International Peace, Security, and Affairs",Managing risk and building resilience for a more peaceful and secure world,https://www.ipinst.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3895
4942,International Planned Parenthood Federation/Western Hemisphere Region - NY,13-1845455,"['125 Maiden Lane', '9th Floor New York, NY 10038']",(212) 248-6400,(212) 248-4221,87.63,82.97,96.00, 83.6%,  7.3%,  8.9%,$0.09,  3.4%,  0.2%,2.23,Health : Treatment and Prevention Services,"From choice, a world of possibilities",http://www.ippfwhr.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4942
5382,International Primate Protection League - SC,51-0194013,"['P.O. Box 766', 'Summerville, SC 29484']",(843) 871-2280,(843) 871-7988,90.34,86.34,100.00, 88.3%, 10.6%,  1.0%,< $0.01,  -2.7%,  7.5%,4.31,Animals : Wildlife Conservation,Promoting the conservation and protection of all primates since 1973,http://www.ippl.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5382
